product_id,product_name,seo_name,desc_short,desc_long,color,item_no,master_model,parent,cat_id_fk,list,cost,price,ws_price,ex_price,weight_lbs,shipable,size,size_ln,size_wt,size_ht,inv_stocked,inv_eastorange,inv_orange,inv_processing,inv_ordered,inv_ordered_expect,img_small,img_large,supplier,ext_domain,featured,enabled,creation,modified,inv_mod,mod_by,product_assoc,alt_length,alt_width,alt_height,ship_length,ship_width,ship_height,nominal_length,nominal_width,nominal_height,product_relatives,meta_title,meta_keywords,add_keywords,meta_description,display_size_2,free_shipping,special_shipping,amount_per_box,class
3396,Vinyl Cloth Silt Fence,vinyl-cloth-silt-fence-36in-h-x-100ft-roll-36in-fabric-w/-48in-wood-stakes,NULL,NULL,Black,WWSF10036,0,AFCECF,NULL,0,0,39,0,NULL,23,1,36 in. x 100 ft.,NULL,NULL,NULL,-1,0,0,NULL,0,NULL,NULL,722siltfence.jpg,NULL,NULL,NULL,0,2010-05-06 07:54:17,2022-09-27 11:47:25,2015-06-19,57,NULL,,,,10,10,48,,,,NULL,,NULL,,NULL,"36 in. fabric, w/ 48 in. wood stakes",0,1,1,WWF
3397,Vinyl Cloth Silt Fence ,vinyl-cloth-silt-fence-24in-h-x-100ft-roll-24in-fabric-w/-36in-wood-stakes,NULL,NULL,Black,WWSF10024,0,AFCECF,NULL,0,0,36,0,NULL,18,1,24 in. x 100 ft.,NULL,NULL,NULL,10,0,0,NULL,0,NULL,NULL,57siltfence.jpg,NULL,NULL,NULL,1,2010-05-06 07:57:35,2022-03-24 10:29:17,2015-06-17,57,NULL,,,,10,10,24,,,,NULL,,NULL,,NULL,"24 in. fabric, w/ 36 in. wood stakes",0,1,1,WWF
18422,Wire Backed Silt Fence,wire-backed-silt-fence-36in-x-100ft-24in-x-100ft-black,NULL,NULL,Black,WWSF3624BK,0,AFCECF,NULL,0,32,68,0,NULL,35,1,36 in. x 100 ft.,NULL,NULL,NULL,-6,0,0,NULL,0,NULL,NULL,505wiredsilt.jpg,NULL,NULL,NULL,0,NULL,2018-07-30 14:18:36,0000-00-00,39,"wwhd125,WWBAZFPD",,,,10,10,36,,,,NULL,,NULL,,NULL,4 in. x 4 in.,0,1,1,WWF
18423,Wire Backed Silt Fence,wire-backed-silt-fence-36-x-100-cloth-36-x-100-wire-black,NULL,NULL,Black,WWSF3636BK,0,AFCECF,NULL,0,45,80,0,NULL,35,1,36 in. x 100 ft.,NULL,NULL,NULL,-2,26,0,NULL,0,NULL,NULL,523wiredsilt.jpg,NULL,NULL,NULL,0,NULL,2020-06-23 15:07:00,2015-04-24,57,"wwhd125,WWBAZFPD",,,,10,10,37,,,,NULL,,NULL,,NULL,4 in. x 4 in.,0,1,1,WWF
18424,Wire Backed Silt Fence,wire-backed-silt-fence-48-x-100-cloth-36-x-100-wire-black,NULL,NULL,Black,WWSF4836BK,0,AFCECF,NULL,0,52.95,90,0,NULL,45,1,48 in. x 100 ft.,NULL,NULL,NULL,-3,35,0,NULL,0,NULL,NULL,740wiredsilt.jpg,NULL,NULL,NULL,0,NULL,2022-03-24 10:24:22,2019-03-22,57,"wwhd126,WWBAZFPD",,,,10,10,49,,,,NULL,,NULL,,NULL,4 in. x 4 in.,0,1,1,WWF
18425,Wire Backed Silt Fence,wire-backed-silt-fence-48in-x-100ft-orange,NULL,NULL,Orange,WWSF4836OR,0,wwwbsf,NULL,0,51,118,0,0,45,1,48 in. x 100 ft.,NULL,NULL,NULL,20,20,0,NULL,0,NULL,NULL,5661776-14_Orange.jpg,NULL,NULL,0,1,NULL,NULL,2016-01-14,NULL,"wwhd126,WWBAZFPD",,,,10,10,36,,,,,,NULL,,NULL,4 in. x 4 in.,0,1,1,WWF
43795,Vinyl Cloth Silt Fence,vinyl-cloth-silt-fence-36in-h-x-100ft-roll-d.o.t.-36in-fabric-w/-48in-x-2in-nominal-wood-stakes,NULL,NULL,Black,WWSF10036DOT,0,AFCECF,NULL,0,18.95,45,0,NULL,29,1,36 in. x 100 ft.,NULL,NULL,NULL,8,20,0,NULL,0,NULL,NULL,224siltfence.jpg,NULL,NULL,NULL,1,2018-07-30 10:09:18,2022-09-27 11:47:48,0000-00-00,57,NULL,,,,10,10,48,,,,NULL,,NULL,,NULL,"36 in. fabric, w/ 48 in. wood stakes",0,NULL,1,WWF
