original_product_id,family_category_id,product_details_id,product_id,size1,size2,size3,style,speciality,material,spacing,color,coating
578,13,NULL,NULL,5 ft. H,NULL,NULL,NULL,NULL,High Grade Steel,NULL,Green,NULL
579,13,NULL,NULL,6 ft. H,NULL,NULL,NULL,NULL,High Grade Steel,NULL,Green,NULL
580,13,NULL,NULL,7 ft. H,NULL,NULL,NULL,NULL,High Grade Steel,NULL,Green,NULL
581,13,NULL,NULL,8 ft. H,NULL,NULL,NULL,NULL,High Grade Steel,NULL,Green,NULL
5556,13,NULL,NULL,10 ft. 6 in. H,NULL,NULL,NULL,NULL,High Grade Steel,NULL,Black,NULL
16322,13,NULL,NULL,5 ft. H,NULL,NULL,NULL,NULL,High Grade Steel,NULL,Black,NULL
16323,13,NULL,NULL,6 ft. H,NULL,NULL,NULL,NULL,High Grade Steel,NULL,Black,NULL
16324,13,NULL,NULL,7 ft. H,NULL,NULL,NULL,NULL,High Grade Steel,NULL,Black,NULL
16325,13,NULL,NULL,8 ft. H,NULL,NULL,NULL,NULL,High Grade Steel,NULL,Black,NULL
