original_product_id,family_category_id,product_details_id,product_id,size1,size2,size3,style,speciality,material,spacing,color,coating
42146,14,NULL,NULL,24 in. x 100 ft.,1/2 in. x 1 in.,16 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42147,14,NULL,NULL,30 in. x 100 ft.,1/2 in. x 1 in.,16 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42148,14,NULL,NULL,36 in. x 100 ft.,1/2 in. x 1 in.,16 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42149,14,NULL,NULL,48 in. x 100 ft.,1/2 in. x 1 in.,16 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42150,14,NULL,NULL,24 in. x 100 ft.,1 in. x 1 in.,16 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42151,14,NULL,NULL,8 in. x 100 ft.,1 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42152,14,NULL,NULL,9 in. x 100 ft.,1 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42153,14,NULL,NULL,10 in. x 100 ft.,1 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42154,14,NULL,NULL,12 in. x 100 ft.,1 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42155,14,NULL,NULL,15 in. x 100 ft.,1 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42156,14,NULL,NULL,18 in. x 100 ft.,1 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42157,14,NULL,NULL,24 in. x 100 ft.,1 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42158,14,NULL,NULL,30 in. x 100 ft.,1 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42159,14,NULL,NULL,36 in. x 100 ft.,1 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42160,14,NULL,NULL,48 in. x 100 ft.,1 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42161,14,NULL,NULL,30 in. x 100 ft.,1 in. x 1 1/2 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42162,14,NULL,NULL,12 in. x 100 ft.,1 in. x 2 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42163,14,NULL,NULL,14 in. x 100 ft.,1 in. x 2 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42164,14,NULL,NULL,18 in. x 100 ft.,1 in. x 2 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42165,14,NULL,NULL,24 in. x 100 ft.,1 in. x 2 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42166,14,NULL,NULL,30 in. x 100 ft.,1 in. x 2 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42167,14,NULL,NULL,36 in. x 100 ft.,1 in. x 2 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42168,14,NULL,NULL,48 in. x 100 ft.,1 in. x 2 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42169,14,NULL,NULL,60 in. x 100 ft.,1 in. x 2 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42170,14,NULL,NULL,72 in. x 100 ft.,1 in. x 2 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42171,14,NULL,NULL,36 in. x 300 ft.,3 in. x 3 in.,11 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
42422,14,NULL,NULL,48 in. x 100 ft.,2 in. x 2 in.,10.5 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43423,14,NULL,NULL,48 in. x 50 ft.,3 in. x 5 in.,12.5 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43448,14,NULL,NULL,48 in. x 100 ft.,2 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43447,14,NULL,NULL,36 in. x 100 ft.,2 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43446,14,NULL,NULL,30 in. x 100 ft.,2 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43445,14,NULL,NULL,24 in. x 100 ft.,2 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43444,14,NULL,NULL,18 in. X 100 ft.,2 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43443,14,NULL,NULL,14 in. x 100 ft.,2 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43442,14,NULL,NULL,12 in. x 100 ft.,2 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43441,14,NULL,NULL,60 in. x 100 ft.,1 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43440,14,NULL,NULL,36 in. x 100 ft.,1 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43439,14,NULL,NULL,32 in. x 100 ft.,1 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43438,14,NULL,NULL,26 in. x 100 ft.,1 in. x 1 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43437,14,NULL,NULL,48 in. x 100 ft.,1 in. x 1/2 in.,16 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43436,14,NULL,NULL,36 in. x 100 ft.,1 in. x 1/2 in.,16 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43435,14,NULL,NULL,30 in. x 100 ft.,1 in. x 1/2 in.,16 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43434,14,NULL,NULL,24 in. x 100 ft.,1 in. x 1/2 in.,16 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43433,14,NULL,NULL,18 in. X 100 ft.,1 in. x 1/2 in.,16 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43432,14,NULL,NULL,36 in. x 100 ft.,1 in. x 1/2 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43431,14,NULL,NULL,30 in. x 100 ft.,1 in. x 1/2 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43430,14,NULL,NULL,24 in. x 100 ft.,1 in. x 1/2 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43429,14,NULL,NULL,14 in. x 100 ft.,1 in. x 1/2 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43428,14,NULL,NULL,12 in. x 100 ft.,1 in. x 1/2 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
43427,14,NULL,NULL,11 in. x 100 ft.,1 in. x 1/2 in.,14 Gauge,NULL,NULL,Hot Dipped Galvanized Steel Wire,NULL,Galvanized,Galvanized
